time,close,EMA,EMA,EMA,Volume
1990-12-31,143728700000000,97305305473690.03,132957646117308.47,45796252488589.41,NaN
1991-01-31,145892400000000,99210681729623.75,135544596893846.78,46792234055867.125,NaN
1991-02-28,147904300000000,101120235387285.56,138016537515077.42,47798324264266.45,NaN
1991-03-31,150641600000000,103062249685823.39,140541550012061.94,48821640440741.414,NaN
1991-04-30,152111400000000,104985745776575.42,142855520009649.56,49849399242326.08,NaN
1991-05-31,155098200000000,106950940059846.97,145304056007719.66,50896650991158.66,NaN
1991-06-30,157057600000000,108915907116323.56,147654764806175.72,51952978841992.9,NaN
1991-07-31,158752700000000,110870291150977.55,149874351844940.56,53015662634609.88,NaN
1991-08-31,162321100000000,112887969929370.58,152363701475952.44,54103278926802.82,NaN
1991-09-30,165684300000000,114958414245865.84,155027821180761.94,55213537842954.04,NaN
1991-10-31,168160700000000,117044778393086.8,157654396944609.56,56337390202725.64,NaN
1991-11-30,168935800000000,119079720416887.31,159910677555687.66,57457772389763.195,NaN
1991-12-31,171544000000000,121137143145636.83,162237342044550.12,58592958734143.664,NaN
1992-01-31,176560300000000,123310600277180.48,165101933635640.1,59766763124848.7,NaN
1992-02-29,177520600000000,125436482619251.84,167585666908512.06,60938443093755.68,NaN
1992-03-31,181428900000000,127632263693006.67,170354313526809.66,62137353112723.28,NaN
1992-04-30,184184600000000,129850002371712.3,173120370821447.72,63351753579263.35,NaN
1992-05-31,187509400000000,132111155219880.44,175998176657158.2,64587153046136.35,NaN
1992-06-30,188854400000000,134336380505375.33,178569421325726.56,65823643065577.78,NaN
1992-07-31,192509800000000,136617691073791.98,181357497060581.25,67084201841044.67,NaN
1992-08-31,195100700000000,138911142404231.52,184106137648465,68357997842626.32,NaN
1992-09-30,198460200000000,141246399564849.88,186976950118772,69652547117824.07,NaN
1992-10-31,202247800000000,143638611346620.47,190031120095017.6,70971902867895.47,NaN
1992-11-30,207187800000000,146130736391851.03,193462456076014.06,72327284928911.44,NaN
1992-12-31,208878600000000,148591436925503.94,196545684860811.25,73686004481857.6,NaN
1993-01-31,213006100000000,151117502144111.62,199837767888649,75072274089003.3,NaN
1993-02-28,217857700000000,153734764805126.84,203441754310919.2,76493024595580.38,NaN
1993-03-31,220610100000000,156357326969631.7,206875423448735.34,77927025345873.11,NaN
1993-04-30,223266400000000,158981212186508.88,210153618758988.28,79373188277754.97,NaN
1993-05-31,226957400000000,161646945041939.9,213514375007190.62,80841687896881.78,NaN
1993-06-30,229326900000000,164301060922648.16,216676880005752.5,82319152693927.73,NaN
1993-07-31,233371100000000,167009689906073.72,220015724004602,83822157144734.42,NaN
1993-08-31,238750400000000,169823051086227.7,223762659203681.6,85363731700508.2,NaN
1993-09-30,240657000000000,172600853004414.84,227141527362945.28,86908938350254.39,NaN
1993-10-31,241179700000000,175290219553261.3,229949161890356.22,88443970804480.72,NaN
1993-11-30,245268000000000,178034446237447.16,233012929512284.97,90004408905928.67,NaN
1993-12-31,245569400000000,180682875796762.97,235524223609827.97,91552319265073.66,NaN
1994-01-31,250986600000000,183439884589046.78,238616698887862.38,93138730018655.02,NaN
1994-02-28,255604000000000,186269849899280.25,242014159110289.9,94755299869215.66,NaN
1994-03-31,261728000000000,189228993040484.94,245956927288231.94,96416719771014.5,NaN
1994-04-30,267109099999999.97,192283114882034.53,250187361830585.53,98115151415084,NaN
1994-05-31,272432599999999.97,195426231945484.16,254636409464468.4,99849653391053.31,NaN
1994-06-30,276755900000000.03,198615630692720.06,259060307571574.72,101609914551341.34,NaN
1994-07-31,282332300000000,201898637332221.25,263714706057259.78,103408147242372.77,NaN
1994-08-31,283814400000000,205111020181938.06,267734644845807.8,105203234334488.45,NaN
1994-09-30,286946800000000,208320266449313.03,271577075876646.25,107011628022702.5,NaN
1994-10-31,289767200000000,211514263843457.62,275215100701317,108830091425461.67,NaN
1994-11-30,294685300000000,214775873104498.5,279109140561053.6,110679396983417.28,NaN
1994-12-31,297561600000000,218022372198439.75,282799632448842.9,112538921391542.48,NaN
1995-01-31,302613100000000,221339655641638.2,286762325959074.3,114430206750830.62,NaN
1995-02-28,302288600000000,224514124047848.47,289867580767259.44,116299444494603.45,NaN
1995-03-31,310961300000000,227904209379305.4,294086324613807.56,118236378380229.3,NaN
1995-04-30,318013500000000,231437907050705.2,298871759691046.06,120224210436147.4,NaN
1995-05-31,323617500000000,235052793048716.75,303820907752836.9,122248024262653.4,NaN
1995-06-30,329349700000000,238750710968374.9,308926666202269.5,124308737454069.8,NaN
1995-07-31,334995000000000,242524996812752.38,314140332961815.6,126405118175919.84,NaN
1995-08-31,340586300000000,246370538114213.06,319429526369452.5,128536274213970.39,NaN
1995-09-30,345439400000000,250255591521498.8,324631501095562,130694514271542.83,NaN
1995-10-31,351291100000000,254217768324577.28,329963420876449.6,132889505174313.55,NaN
1995-11-30,361169600000000,258411957802044.84,336204656701159.7,135160948903922.38,NaN
1995-12-31,366621600000000,262655473182356.8,342288045360927.75,137464039959604.73,NaN
1996-01-31,368750400000000,266816058547754.6,347580516288742.2,139765396775927.08,NaN
1996-02-29,372362200000000,270955122918430.88,352536853030993.75,142079792827907.9,NaN
1996-03-31,382131100000000,275314965156923.78,358455702424795,144468363048525.75,NaN
1996-04-30,388197300000000,279741723386064.03,364404021939836,146893526600281.72,NaN
1996-05-31,393810800000000,284215020508179.2,370285377551868.8,149350414892816.22,NaN
1996-06-30,400530700000000,288776419703936.9,376334442041495.06,151849721212290.7,NaN
1996-07-31,404666100000000,293321113048880.5,382000773633196.06,154365307070874.88,NaN
1996-08-31,410169200000000,297903390968532.25,387634458906556.9,156910619438328.84,NaN
1996-09-30,414432900000000,302473175636432.94,392994147125245.5,159473030190186.28,NaN
1996-10-31,417396200000000,306979960905592.44,397874557700196.4,162039429889786.4,NaN
1996-11-30,424143300000000,311574601654392.75,403128306160157.1,164647428597350.72,NaN
1996-12-31,428974200000000,316178507471867.56,408297484928125.7,167277545725735.28,NaN
1997-01-31,435847300000000,320871401296500.2,413807447942500.56,169949881589160.8,NaN
1997-02-28,441350700000000,325596079677029.56,419316098354000.44,172650387244990.06,NaN
1997-03-31,447989700000000,330395829493616.6,425050818683200.4,175390081899268.78,NaN
1997-04-30,452030100000000,335165800886023.8,430446674946560.3,178142718895295.97,NaN
1997-05-31,461510100000000,340120479282650.3,436659359957248.25,180962294826686.06,NaN
1997-06-30,471436500000000,345270127153918.94,443614787965798.6,183852585425425.5,NaN
1997-07-31,479701200000000,350541933932196.6,450832070372638.9,186796352734625.25,NaN
1997-08-31,485015200000000,355815395346620.3,457668696298111.1,189763704448708.6,NaN
1997-09-30,490967100000000,361115462195772.44,464328377038488.9,192760753160661.75,NaN
1997-10-31,500745700000000,366591157795938.25,471611841630791.1,195825279994884.03,NaN
1997-11-30,509093200000000,372179473176489.7,479108113304632.9,198942373726278.22,NaN
1997-12-31,514939400000000,377777901679372.44,486274370643706.3,202086622743927.2,NaN
1998-01-31,541892100000000,384213752593906.9,497397916514965.06,205467771771350.8,NaN
1998-02-28,553911199999999.94,390868554452969.4,508700573211972.06,208934870559695.6,NaN
1998-03-31,558275000000000,397433513101872.56,518615458569577.6,212410891748156.34,NaN
1998-04-30,575766800000000,404426975333171.7,530045726855662.1,216026373422304.03,NaN
1998-05-31,584558900000000,411490972378929.7,540948361484529.7,219693363736509.97,NaN
1998-06-30,587501000000000,418393326403285.4,550258889187623.75,223353141211768.56,NaN
1998-07-31,609758400000000,425897839093352.6,562158791350099,227197969657422.6,NaN
1998-08-31,620688800000000,433536700305378,573864793080079.2,231113301302622.38,NaN
1998-09-30,621343900000000,440901688528696.5,583360614464063.4,234996192831949.5,NaN
1998-10-31,634485900000000,448493226233453.5,593585671571250.8,238971214793820.66,NaN
1998-11-30,641618400000000,456066762459592.56,603192217257000.6,242977654447613.5,NaN
1998-12-31,636762400000000,463152865892549.7,609906253805600.5,246895910622264.12,NaN
1999-01-31,659275200000000,470843937818332.06,619780043044480.4,250999187133485.38,NaN
1999-02-28,668675300000000,478602030452907.25,629559094435584.2,255155168356037.75,NaN
1999-03-31,664618600000000,485896797886126.56,636570995548467.4,259229431357470.22,NaN
1999-04-30,674992800000000,493312327380788.25,644255356438773.9,263366380299186.94,NaN
1999-05-31,681991900000000,500711526307031.9,651802665151019.1,267531808355911.44,NaN
1999-06-30,673095700000000,507471689981265.94,656061272120815.2,271567269964310.34,NaN
1999-07-31,688655000000000,514576917825137.9,662580017696652.2,275717396631332.12,NaN
1999-08-31,679013000000000,521025391635916.8,665866614157321.8,279730288207139.75,NaN
1999-09-30,677834300000000,527174760591371.06,668260151325857.4,283691522155327.44,NaN
1999-10-31,676799200000000,533042385666219.25,669967961060685.9,287603041337861.5,NaN
1999-11-30,678222600000000,538735727404798.9,671618888848548.8,291489803115594.25,NaN
1999-12-31,669798800000000,543875455741865.56,671254871078839,295254071741309.75,NaN
2000-01-31,676436900000000,549073943751988.5,672291276863071.2,299046935704082.8,NaN
2000-02-29,677174800000000,554097506742106.6,673267981490457,302809402015485,NaN
2000-03-31,683311200000000,559164710399278.94,675276625192365.6,306595489557619.5,NaN
